"";"x";"y";"Temp";"Prec"
"1";-43,59298;-14,50911;241;817
"2";-47,552045;-15,5211053;214;1426
"3";-43,59298;-14,50911;241;817
"4";-47,552045;-15,5211053;214;1426
"5";-43,59298;-14,50911;241;817
"6";-47,552045;-15,5211053;214;1426
"7";-43,59298;-14,50911;241;817
"8";-47,552045;-15,5211053;214;1426
"9";-43,59298;-14,50911;241;817
"10";-47,552045;-15,5211053;214;1426
"11";-43,59298;-14,50911;241;817
"12";-47,552045;-15,5211053;214;1426
"13";-43,59298;-14,50911;241;817
"14";-47,552045;-15,5211053;214;1426
"15";-43,59298;-14,50911;241;817
"16";-47,552045;-15,5211053;214;1426
"17";-43,59298;-14,50911;241;817
"18";-47,552045;-15,5211053;214;1426
"19";-43,59298;-14,50911;241;817
"20";-47,552045;-15,5211053;214;1426
"21";-43,59298;-14,50911;241;817
"22";-47,552045;-15,5211053;214;1426
"23";-43,59298;-14,50911;241;817
"24";-47,552045;-15,5211053;214;1426
"25";-43,59298;-14,50911;241;817
"26";-47,552045;-15,5211053;214;1426
"27";-43,59298;-14,50911;241;817
"28";-47,552045;-15,5211053;214;1426
"29";-43,59298;-14,50911;241;817
"30";-47,552045;-15,5211053;214;1426
"31";-43,59298;-14,50911;241;817
"32";-47,552045;-15,5211053;214;1426
"33";-43,59298;-14,50911;241;817
"34";-47,552045;-15,5211053;214;1426
"35";-43,59298;-14,50911;241;817
"36";-47,552045;-15,5211053;214;1426
"37";-43,59298;-14,50911;241;817
"38";-47,552045;-15,5211053;214;1426
"39";-43,59298;-14,50911;241;817
"40";-47,552045;-15,5211053;214;1426
"41";-43,59298;-14,50911;241;817
"42";-47,552045;-15,5211053;214;1426
"43";-43,59298;-14,50911;241;817
"44";-47,552045;-15,5211053;214;1426
"45";-43,59298;-14,50911;241;817
"46";-47,552045;-15,5211053;214;1426
"47";-43,59298;-14,50911;241;817
"48";-47,552045;-15,5211053;214;1426
"49";-43,59298;-14,50911;241;817
"50";-47,552045;-15,5211053;214;1426
"51";-43,59298;-14,50911;241;817
"52";-47,552045;-15,5211053;214;1426
"53";-43,59298;-14,50911;241;817
"54";-47,552045;-15,5211053;214;1426
"55";-43,59298;-14,50911;241;817
"56";-47,552045;-15,5211053;214;1426
"57";-43,59298;-14,50911;241;817
"58";-47,552045;-15,5211053;214;1426
"59";-43,59298;-14,50911;241;817
"60";-47,552045;-15,5211053;214;1426
"61";-43,59298;-14,50911;241;817
"62";-47,552045;-15,5211053;214;1426
"63";-43,59298;-14,50911;241;817
"64";-47,552045;-15,5211053;214;1426
"65";-43,59298;-14,50911;241;817
"66";-47,552045;-15,5211053;214;1426
"67";-43,59298;-14,50911;241;817
"68";-47,552045;-15,5211053;214;1426
"69";-43,59298;-14,50911;241;817
"70";-47,552045;-15,5211053;214;1426
"71";-43,59298;-14,50911;241;817
"72";-47,552045;-15,5211053;214;1426
"73";-43,59298;-14,50911;241;817
"74";-47,552045;-15,5211053;214;1426
"75";-43,59298;-14,50911;241;817
"76";-47,552045;-15,5211053;214;1426
"77";-43,59298;-14,50911;241;817
"78";-47,552045;-15,5211053;214;1426
"79";-43,59298;-14,50911;241;817
"80";-47,552045;-15,5211053;214;1426
"81";-43,59298;-14,50911;241;817
"82";-47,552045;-15,5211053;214;1426
"83";-43,59298;-14,50911;241;817
"84";-47,552045;-15,5211053;214;1426
"85";-43,59298;-14,50911;241;817
"86";-47,552045;-15,5211053;214;1426
"87";-43,59298;-14,50911;241;817
"88";-47,552045;-15,5211053;214;1426
"89";-43,59298;-14,50911;241;817
"90";-47,552045;-15,5211053;214;1426
"91";-43,59298;-14,50911;241;817
"92";-47,552045;-15,5211053;214;1426
"93";-43,59298;-14,50911;241;817
"94";-47,552045;-15,5211053;214;1426
"95";-43,59298;-14,50911;241;817
"96";-47,552045;-15,5211053;214;1426
"97";-43,59298;-14,50911;241;817
"98";-47,552045;-15,5211053;214;1426
"99";-43,59298;-14,50911;241;817
"100";-47,552045;-15,5211053;214;1426
"101";-43,59298;-14,50911;241;817
"102";-47,552045;-15,5211053;214;1426
"103";-43,59298;-14,50911;241;817
"104";-47,552045;-15,5211053;214;1426
"105";-43,59298;-14,50911;241;817
"106";-47,552045;-15,5211053;214;1426
"107";-43,59298;-14,50911;241;817
"108";-47,552045;-15,5211053;214;1426
"109";-43,59298;-14,50911;241;817
"110";-47,552045;-15,5211053;214;1426
"111";-43,59298;-14,50911;241;817
"112";-47,552045;-15,5211053;214;1426
"113";-43,59298;-14,50911;241;817
"114";-47,552045;-15,5211053;214;1426
"115";-43,59298;-14,50911;241;817
"116";-47,552045;-15,5211053;214;1426
"117";-43,59298;-14,50911;241;817
"118";-47,552045;-15,5211053;214;1426
"119";-43,59298;-14,50911;241;817
"120";-47,552045;-15,5211053;214;1426
"121";-43,59298;-14,50911;241;817
"122";-47,552045;-15,5211053;214;1426
"123";-43,59298;-14,50911;241;817
"124";-47,552045;-15,5211053;214;1426
"125";-43,59298;-14,50911;241;817
"126";-47,552045;-15,5211053;214;1426
"127";-43,59298;-14,50911;241;817
"128";-47,552045;-15,5211053;214;1426
"129";-43,59298;-14,50911;241;817
"130";-47,552045;-15,5211053;214;1426
"131";-43,59298;-14,50911;241;817
"132";-47,552045;-15,5211053;214;1426
"133";-43,59298;-14,50911;241;817
"134";-47,552045;-15,5211053;214;1426
"135";-43,59298;-14,50911;241;817
"136";-47,552045;-15,5211053;214;1426
"137";-43,59298;-14,50911;241;817
"138";-47,552045;-15,5211053;214;1426
"139";-43,59298;-14,50911;241;817
"140";-47,552045;-15,5211053;214;1426
"141";-43,59298;-14,50911;241;817
"142";-47,552045;-15,5211053;214;1426
"143";-43,59298;-14,50911;241;817
"144";-47,552045;-15,5211053;214;1426
"145";-43,59298;-14,50911;241;817
"146";-47,552045;-15,5211053;214;1426
"147";-43,59298;-14,50911;241;817
"148";-47,552045;-15,5211053;214;1426
"149";-43,59298;-14,50911;241;817
"150";-47,552045;-15,5211053;214;1426
"151";-43,59298;-14,50911;241;817
"152";-47,552045;-15,5211053;214;1426
"153";-43,59298;-14,50911;241;817
"154";-47,552045;-15,5211053;214;1426
"155";-43,59298;-14,50911;241;817
"156";-47,552045;-15,5211053;214;1426
"157";-43,59298;-14,50911;241;817
"158";-47,552045;-15,5211053;214;1426
"159";-43,59298;-14,50911;241;817
"160";-47,552045;-15,5211053;214;1426
"161";-43,59298;-14,50911;241;817
"162";-47,552045;-15,5211053;214;1426
"163";-43,59298;-14,50911;241;817
"164";-47,552045;-15,5211053;214;1426
"165";-43,59298;-14,50911;241;817
"166";-47,552045;-15,5211053;214;1426
"167";-43,59298;-14,50911;241;817
"168";-47,552045;-15,5211053;214;1426
"169";-43,59298;-14,50911;241;817
"170";-47,552045;-15,5211053;214;1426
"171";-43,59298;-14,50911;241;817
"172";-47,552045;-15,5211053;214;1426
"173";-43,59298;-14,50911;241;817
"174";-47,552045;-15,5211053;214;1426
"175";-43,59298;-14,50911;241;817
"176";-47,552045;-15,5211053;214;1426
"177";-43,59298;-14,50911;241;817
"178";-47,552045;-15,5211053;214;1426
"179";-43,59298;-14,50911;241;817
"180";-47,552045;-15,5211053;214;1426
"181";-43,59298;-14,50911;241;817
"182";-47,552045;-15,5211053;214;1426
"183";-43,59298;-14,50911;241;817
"184";-47,552045;-15,5211053;214;1426
"185";-43,59298;-14,50911;241;817
"186";-47,552045;-15,5211053;214;1426
"187";-43,59298;-14,50911;241;817
"188";-47,552045;-15,5211053;214;1426
"189";-43,59298;-14,50911;241;817
"190";-47,552045;-15,5211053;214;1426
"191";-43,59298;-14,50911;241;817
"192";-47,552045;-15,5211053;214;1426
"193";-43,59298;-14,50911;241;817
"194";-47,552045;-15,5211053;214;1426
"195";-43,59298;-14,50911;241;817
"196";-47,552045;-15,5211053;214;1426
"197";-43,59298;-14,50911;241;817
"198";-47,552045;-15,5211053;214;1426
"199";-43,59298;-14,50911;241;817
"200";-47,552045;-15,5211053;214;1426
"201";-43,59298;-14,50911;241;817
"202";-47,552045;-15,5211053;214;1426
"203";-43,59298;-14,50911;241;817
"204";-47,552045;-15,5211053;214;1426
"205";-43,59298;-14,50911;241;817
"206";-47,552045;-15,5211053;214;1426
"207";-43,59298;-14,50911;241;817
"208";-47,552045;-15,5211053;214;1426
"209";-43,59298;-14,50911;241;817
"210";-47,552045;-15,5211053;214;1426
"211";-43,59298;-14,50911;241;817
"212";-47,552045;-15,5211053;214;1426
"213";-43,59298;-14,50911;241;817
"214";-47,552045;-15,5211053;214;1426
"215";-43,59298;-14,50911;241;817
"216";-47,552045;-15,5211053;214;1426
"217";-43,59298;-14,50911;241;817
"218";-47,552045;-15,5211053;214;1426
"219";-43,59298;-14,50911;241;817
"220";-47,552045;-15,5211053;214;1426
"221";-43,59298;-14,50911;241;817
"222";-47,552045;-15,5211053;214;1426
"223";-43,59298;-14,50911;241;817
"224";-47,552045;-15,5211053;214;1426
"225";-43,59298;-14,50911;241;817
"226";-47,552045;-15,5211053;214;1426
"227";-43,59298;-14,50911;241;817
"228";-47,552045;-15,5211053;214;1426
"229";-43,59298;-14,50911;241;817
"230";-47,552045;-15,5211053;214;1426
"231";-43,59298;-14,50911;241;817
"232";-47,552045;-15,5211053;214;1426
"233";-43,59298;-14,50911;241;817
"234";-47,552045;-15,5211053;214;1426
"235";-43,59298;-14,50911;241;817
"236";-47,552045;-15,5211053;214;1426
"237";-43,59298;-14,50911;241;817
"238";-47,552045;-15,5211053;214;1426
"239";-43,59298;-14,50911;241;817
"240";-47,552045;-15,5211053;214;1426
"241";-43,59298;-14,50911;241;817
"242";-47,552045;-15,5211053;214;1426
"243";-43,59298;-14,50911;241;817
"244";-47,552045;-15,5211053;214;1426
"245";-43,59298;-14,50911;241;817
"246";-47,552045;-15,5211053;214;1426
"247";-43,59298;-14,50911;241;817
"248";-47,552045;-15,5211053;214;1426
"249";-43,59298;-14,50911;241;817
"250";-47,552045;-15,5211053;214;1426
"251";-43,59298;-14,50911;241;817
"252";-47,552045;-15,5211053;214;1426
"253";-43,59298;-14,50911;241;817
"254";-47,552045;-15,5211053;214;1426
"255";-43,59298;-14,50911;241;817
"256";-47,552045;-15,5211053;214;1426
"257";-43,59298;-14,50911;241;817
"258";-47,552045;-15,5211053;214;1426
"259";-43,59298;-14,50911;241;817
"260";-47,552045;-15,5211053;214;1426
"261";-43,59298;-14,50911;241;817
"262";-47,552045;-15,5211053;214;1426
"263";-43,59298;-14,50911;241;817
"264";-47,552045;-15,5211053;214;1426
"265";-43,59298;-14,50911;241;817
"266";-47,552045;-15,5211053;214;1426
"267";-43,59298;-14,50911;241;817
"268";-47,552045;-15,5211053;214;1426
"269";-43,59298;-14,50911;241;817
"270";-47,552045;-15,5211053;214;1426
"271";-43,59298;-14,50911;241;817
"272";-47,552045;-15,5211053;214;1426
"273";-43,59298;-14,50911;241;817
"274";-47,552045;-15,5211053;214;1426
"275";-43,59298;-14,50911;241;817
"276";-47,552045;-15,5211053;214;1426
"277";-43,59298;-14,50911;241;817
"278";-47,552045;-15,5211053;214;1426
"279";-43,59298;-14,50911;241;817
"280";-47,552045;-15,5211053;214;1426
"281";-43,59298;-14,50911;241;817
"282";-47,552045;-15,5211053;214;1426
"283";-43,59298;-14,50911;241;817
"284";-47,552045;-15,5211053;214;1426
"285";-43,59298;-14,50911;241;817
"286";-47,552045;-15,5211053;214;1426
"287";-43,59298;-14,50911;241;817
"288";-47,552045;-15,5211053;214;1426
"289";-43,59298;-14,50911;241;817
"290";-47,552045;-15,5211053;214;1426
"291";-43,59298;-14,50911;241;817
"292";-47,552045;-15,5211053;214;1426
"293";-43,59298;-14,50911;241;817
"294";-47,552045;-15,5211053;214;1426
"295";-43,59298;-14,50911;241;817
"296";-47,552045;-15,5211053;214;1426
"297";-43,59298;-14,50911;241;817
"298";-47,552045;-15,5211053;214;1426
"299";-43,59298;-14,50911;241;817
"300";-47,552045;-15,5211053;214;1426
"301";-43,59298;-14,50911;241;817
"302";-47,552045;-15,5211053;214;1426
"303";-43,59298;-14,50911;241;817
"304";-47,552045;-15,5211053;214;1426
"305";-43,59298;-14,50911;241;817
"306";-47,552045;-15,5211053;214;1426
"307";-43,59298;-14,50911;241;817
"308";-47,552045;-15,5211053;214;1426
"309";-43,59298;-14,50911;241;817
"310";-47,552045;-15,5211053;214;1426
"311";-43,59298;-14,50911;241;817
"312";-47,552045;-15,5211053;214;1426
"313";-43,59298;-14,50911;241;817
"314";-47,552045;-15,5211053;214;1426
"315";-43,59298;-14,50911;241;817
"316";-47,552045;-15,5211053;214;1426
"317";-43,59298;-14,50911;241;817
"318";-47,552045;-15,5211053;214;1426
"319";-43,59298;-14,50911;241;817
"320";-47,552045;-15,5211053;214;1426
"321";-43,59298;-14,50911;241;817
"322";-47,552045;-15,5211053;214;1426
"323";-43,59298;-14,50911;241;817
"324";-47,552045;-15,5211053;214;1426
"325";-43,59298;-14,50911;241;817
"326";-47,552045;-15,5211053;214;1426
"327";-43,59298;-14,50911;241;817
"328";-47,552045;-15,5211053;214;1426
"329";-43,59298;-14,50911;241;817
"330";-47,552045;-15,5211053;214;1426
"331";-43,59298;-14,50911;241;817
"332";-47,552045;-15,5211053;214;1426
"333";-43,59298;-14,50911;241;817
"334";-47,552045;-15,5211053;214;1426
"335";-43,59298;-14,50911;241;817
"336";-47,552045;-15,5211053;214;1426
"337";-43,59298;-14,50911;241;817
"338";-47,552045;-15,5211053;214;1426
"339";-43,59298;-14,50911;241;817
"340";-47,552045;-15,5211053;214;1426
"341";-43,59298;-14,50911;241;817
"342";-47,552045;-15,5211053;214;1426
"343";-43,59298;-14,50911;241;817
"344";-47,552045;-15,5211053;214;1426
"345";-43,59298;-14,50911;241;817
"346";-47,552045;-15,5211053;214;1426
"347";-43,59298;-14,50911;241;817
"348";-47,552045;-15,5211053;214;1426
"349";-43,59298;-14,50911;241;817
"350";-47,552045;-15,5211053;214;1426
"351";-43,59298;-14,50911;241;817
"352";-47,552045;-15,5211053;214;1426
"353";-43,59298;-14,50911;241;817
"354";-47,552045;-15,5211053;214;1426
"355";-43,59298;-14,50911;241;817
"356";-47,552045;-15,5211053;214;1426
"357";-43,59298;-14,50911;241;817
"358";-47,552045;-15,5211053;214;1426
"359";-43,59298;-14,50911;241;817
"360";-47,552045;-15,5211053;214;1426
"361";-43,59298;-14,50911;241;817
"362";-47,552045;-15,5211053;214;1426
"363";-43,59298;-14,50911;241;817
"364";-47,552045;-15,5211053;214;1426
"365";-43,59298;-14,50911;241;817
"366";-47,552045;-15,5211053;214;1426
"367";-43,59298;-14,50911;241;817
"368";-47,552045;-15,5211053;214;1426
"369";-43,59298;-14,50911;241;817
"370";-47,552045;-15,5211053;214;1426
"371";-43,59298;-14,50911;241;817
"372";-47,552045;-15,5211053;214;1426
"373";-43,59298;-14,50911;241;817
"374";-47,552045;-15,5211053;214;1426
"375";-43,59298;-14,50911;241;817
"376";-47,552045;-15,5211053;214;1426
"377";-43,59298;-14,50911;241;817
"378";-47,552045;-15,5211053;214;1426
"379";-43,59298;-14,50911;241;817
"380";-47,552045;-15,5211053;214;1426
"381";-43,59298;-14,50911;241;817
"382";-47,552045;-15,5211053;214;1426
"383";-43,59298;-14,50911;241;817
"384";-47,552045;-15,5211053;214;1426
"385";-43,59298;-14,50911;241;817
"386";-47,552045;-15,5211053;214;1426
"387";-43,59298;-14,50911;241;817
"388";-47,552045;-15,5211053;214;1426
"389";-43,59298;-14,50911;241;817
"390";-47,552045;-15,5211053;214;1426
"391";-43,59298;-14,50911;241;817
"392";-47,552045;-15,5211053;214;1426
"393";-43,59298;-14,50911;241;817
"394";-47,552045;-15,5211053;214;1426
"395";-43,59298;-14,50911;241;817
"396";-47,552045;-15,5211053;214;1426
"397";-43,59298;-14,50911;241;817
"398";-47,552045;-15,5211053;214;1426
"399";-43,59298;-14,50911;241;817
"400";-47,552045;-15,5211053;214;1426
"401";-43,59298;-14,50911;241;817
"402";-47,552045;-15,5211053;214;1426
"403";-43,59298;-14,50911;241;817
"404";-47,552045;-15,5211053;214;1426
"405";-43,59298;-14,50911;241;817
"406";-47,552045;-15,5211053;214;1426
"407";-43,59298;-14,50911;241;817
"408";-47,552045;-15,5211053;214;1426
"409";-43,59298;-14,50911;241;817
"410";-47,552045;-15,5211053;214;1426
"411";-43,59298;-14,50911;241;817
"412";-47,552045;-15,5211053;214;1426
"413";-43,59298;-14,50911;241;817
"414";-47,552045;-15,5211053;214;1426
"415";-43,59298;-14,50911;241;817
"416";-47,552045;-15,5211053;214;1426
"417";-43,59298;-14,50911;241;817
"418";-47,552045;-15,5211053;214;1426
"419";-43,59298;-14,50911;241;817
"420";-47,552045;-15,5211053;214;1426
"421";-43,59298;-14,50911;241;817
"422";-47,552045;-15,5211053;214;1426
"423";-43,59298;-14,50911;241;817
"424";-47,552045;-15,5211053;214;1426
"425";-43,59298;-14,50911;241;817
"426";-47,552045;-15,5211053;214;1426
"427";-43,59298;-14,50911;241;817
"428";-47,552045;-15,5211053;214;1426
"429";-43,59298;-14,50911;241;817
"430";-47,552045;-15,5211053;214;1426
"431";-43,59298;-14,50911;241;817
"432";-47,552045;-15,5211053;214;1426
"433";-43,59298;-14,50911;241;817
"434";-47,552045;-15,5211053;214;1426
"435";-43,59298;-14,50911;241;817
"436";-47,552045;-15,5211053;214;1426
"437";-43,59298;-14,50911;241;817
"438";-47,552045;-15,5211053;214;1426
"439";-43,59298;-14,50911;241;817
"440";-47,552045;-15,5211053;214;1426
"441";-43,59298;-14,50911;241;817
"442";-47,552045;-15,5211053;214;1426
"443";-43,59298;-14,50911;241;817
"444";-47,552045;-15,5211053;214;1426
"445";-43,59298;-14,50911;241;817
"446";-47,552045;-15,5211053;214;1426
"447";-43,59298;-14,50911;241;817
"448";-47,552045;-15,5211053;214;1426
"449";-43,59298;-14,50911;241;817
"450";-47,552045;-15,5211053;214;1426
"451";-43,59298;-14,50911;241;817
"452";-47,552045;-15,5211053;214;1426
"453";-43,59298;-14,50911;241;817
"454";-47,552045;-15,5211053;214;1426
"455";-43,59298;-14,50911;241;817
"456";-47,552045;-15,5211053;214;1426
"457";-43,59298;-14,50911;241;817
"458";-47,552045;-15,5211053;214;1426
"459";-43,59298;-14,50911;241;817
"460";-47,552045;-15,5211053;214;1426
"461";-43,59298;-14,50911;241;817
"462";-47,552045;-15,5211053;214;1426
"463";-43,59298;-14,50911;241;817
"464";-47,552045;-15,5211053;214;1426
"465";-43,59298;-14,50911;241;817
"466";-47,552045;-15,5211053;214;1426
"467";-43,59298;-14,50911;241;817
"468";-47,552045;-15,5211053;214;1426
"469";-43,59298;-14,50911;241;817
"470";-47,552045;-15,5211053;214;1426
"471";-43,59298;-14,50911;241;817
"472";-47,552045;-15,5211053;214;1426
"473";-43,59298;-14,50911;241;817
"474";-47,552045;-15,5211053;214;1426
"475";-43,59298;-14,50911;241;817
"476";-47,552045;-15,5211053;214;1426
"477";-43,59298;-14,50911;241;817
"478";-47,552045;-15,5211053;214;1426
"479";-43,59298;-14,50911;241;817
"480";-47,552045;-15,5211053;214;1426
"481";-43,59298;-14,50911;241;817
"482";-47,552045;-15,5211053;214;1426
"483";-43,59298;-14,50911;241;817
"484";-47,552045;-15,5211053;214;1426
"485";-43,59298;-14,50911;241;817
"486";-38,207439;-12,5450889;247;1676
"487";-43,59298;-14,50911;241;817
"488";-38,207439;-12,5450889;247;1676
"489";-43,59298;-14,50911;241;817
"490";-38,207439;-12,5450889;247;1676
"491";-43,59298;-14,50911;241;817
"492";-38,207439;-12,5450889;247;1676
"493";-43,59298;-14,50911;241;817
"494";-38,207439;-12,5450889;247;1676
"495";-43,59298;-14,50911;241;817
"496";-38,207439;-12,5450889;247;1676
"497";-43,59298;-14,50911;241;817
"498";-38,207439;-12,5450889;247;1676
"499";-43,59298;-14,50911;241;817
"500";-38,207439;-12,5450889;247;1676
"501";-43,59298;-14,50911;241;817
"502";-38,207439;-12,5450889;247;1676
"503";-43,59298;-14,50911;241;817
"504";-38,207439;-12,5450889;247;1676
"505";-43,59298;-14,50911;241;817
"506";-38,207439;-12,5450889;247;1676
"507";-43,59298;-14,50911;241;817
"508";-38,207439;-12,5450889;247;1676
"509";-43,59298;-14,50911;241;817
"510";-38,207439;-12,5450889;247;1676
"511";-43,59298;-14,50911;241;817
"512";-38,207439;-12,5450889;247;1676
"513";-43,59298;-14,50911;241;817
"514";-38,207439;-12,5450889;247;1676
"515";-43,59298;-14,50911;241;817
"516";-38,207439;-12,5450889;247;1676
"517";-43,59298;-14,50911;241;817
"518";-38,207439;-12,5450889;247;1676
"519";-43,59298;-14,50911;241;817
"520";-38,207439;-12,5450889;247;1676
"521";-43,59298;-14,50911;241;817
"522";-38,207439;-12,5450889;247;1676
"523";-43,59298;-14,50911;241;817
"524";-38,207439;-12,5450889;247;1676
"525";-43,59298;-14,50911;241;817
"526";-38,207439;-12,5450889;247;1676
"527";-43,59298;-14,50911;241;817
"528";-38,207439;-12,5450889;247;1676
"529";-43,59298;-14,50911;241;817
"530";-38,207439;-12,5450889;247;1676
"531";-43,59298;-14,50911;241;817
"532";-38,207439;-12,5450889;247;1676
"533";-43,59298;-14,50911;241;817
"534";-38,207439;-12,5450889;247;1676
"535";-43,59298;-14,50911;241;817
"536";-38,207439;-12,5450889;247;1676
"537";-43,59298;-14,50911;241;817
"538";-38,207439;-12,5450889;247;1676
"539";-43,59298;-14,50911;241;817
"540";-38,207439;-12,5450889;247;1676
"541";-43,59298;-14,50911;241;817
"542";-38,207439;-12,5450889;247;1676
"543";-43,59298;-14,50911;241;817
"544";-38,207439;-12,5450889;247;1676
"545";-43,59298;-14,50911;241;817
"546";-38,207439;-12,5450889;247;1676
"547";-43,59298;-14,50911;241;817
"548";-38,207439;-12,5450889;247;1676
"549";-43,59298;-14,50911;241;817
"550";-38,207439;-12,5450889;247;1676
"551";-43,59298;-14,50911;241;817
"552";-38,207439;-12,5450889;247;1676
"553";-43,59298;-14,50911;241;817
"554";-38,207439;-12,5450889;247;1676
"555";-43,59298;-14,50911;241;817
"556";-38,207439;-12,5450889;247;1676
"557";-43,59298;-14,50911;241;817
"558";-38,207439;-12,5450889;247;1676
"559";-43,59298;-14,50911;241;817
"560";-38,207439;-12,5450889;247;1676
"561";-43,59298;-14,50911;241;817
"562";-38,207439;-12,5450889;247;1676
"563";-43,59298;-14,50911;241;817
"564";-38,207439;-12,5450889;247;1676
"565";-43,59298;-14,50911;241;817
"566";-38,207439;-12,5450889;247;1676
"567";-43,59298;-14,50911;241;817
"568";-38,207439;-12,5450889;247;1676
"569";-43,59298;-14,50911;241;817
"570";-38,207439;-12,5450889;247;1676
"571";-43,59298;-14,50911;241;817
"572";-38,207439;-12,5450889;247;1676
"573";-43,59298;-14,50911;241;817
"574";-38,207439;-12,5450889;247;1676
"575";-43,59298;-14,50911;241;817
"576";-38,207439;-12,5450889;247;1676
"577";-43,59298;-14,50911;241;817
"578";-38,207439;-12,5450889;247;1676
"579";-43,59298;-14,50911;241;817
"580";-38,207439;-12,5450889;247;1676
"581";-43,59298;-14,50911;241;817
"582";-38,207439;-12,5450889;247;1676
"583";-43,59298;-14,50911;241;817
"584";-38,207439;-12,5450889;247;1676
"585";-43,59298;-14,50911;241;817
"586";-38,207439;-12,5450889;247;1676
"587";-43,59298;-14,50911;241;817
"588";-38,207439;-12,5450889;247;1676
"589";-43,59298;-14,50911;241;817
"590";-38,207439;-12,5450889;247;1676
"591";-43,59298;-14,50911;241;817
"592";-38,207439;-12,5450889;247;1676
"593";-43,59298;-14,50911;241;817
"594";-38,207439;-12,5450889;247;1676
"595";-43,59298;-14,50911;241;817
"596";-38,207439;-12,5450889;247;1676
"597";-43,59298;-14,50911;241;817
"598";-38,207439;-12,5450889;247;1676
"599";-43,59298;-14,50911;241;817
"600";-38,207439;-12,5450889;247;1676
"601";-43,59298;-14,50911;241;817
"602";-38,207439;-12,5450889;247;1676
"603";-43,59298;-14,50911;241;817
"604";-38,207439;-12,5450889;247;1676
"605";-43,59298;-14,50911;241;817
"606";-38,207439;-12,5450889;247;1676
"607";-43,59298;-14,50911;241;817
"608";-38,207439;-12,5450889;247;1676
"609";-43,59298;-14,50911;241;817
"610";-38,207439;-12,5450889;247;1676
"611";-43,59298;-14,50911;241;817
"612";-38,207439;-12,5450889;247;1676
"613";-43,59298;-14,50911;241;817
"614";-38,207439;-12,5450889;247;1676
"615";-43,59298;-14,50911;241;817
"616";-38,207439;-12,5450889;247;1676
"617";-43,59298;-14,50911;241;817
"618";-38,207439;-12,5450889;247;1676
"619";-43,59298;-14,50911;241;817
"620";-38,207439;-12,5450889;247;1676
"621";-43,59298;-14,50911;241;817
"622";-38,207439;-12,5450889;247;1676
"623";-43,59298;-14,50911;241;817
"624";-38,207439;-12,5450889;247;1676
"625";-43,59298;-14,50911;241;817
"626";-38,207439;-12,5450889;247;1676
"627";-43,59298;-14,50911;241;817
"628";-38,207439;-12,5450889;247;1676
"629";-43,59298;-14,50911;241;817
"630";-38,207439;-12,5450889;247;1676
"631";-43,59298;-14,50911;241;817
"632";-38,207439;-12,5450889;247;1676
"633";-43,59298;-14,50911;241;817
"634";-38,207439;-12,5450889;247;1676
"635";-43,59298;-14,50911;241;817
"636";-38,207439;-12,5450889;247;1676
"637";-43,59298;-14,50911;241;817
"638";-38,207439;-12,5450889;247;1676
"639";-43,59298;-14,50911;241;817
"640";-38,207439;-12,5450889;247;1676
"641";-43,59298;-14,50911;241;817
"642";-38,207439;-12,5450889;247;1676
"643";-43,59298;-14,50911;241;817
"644";-38,207439;-12,5450889;247;1676
"645";-43,59298;-14,50911;241;817
"646";-38,207439;-12,5450889;247;1676
"647";-43,59298;-14,50911;241;817
"648";-38,207439;-12,5450889;247;1676
"649";-43,59298;-14,50911;241;817
"650";-38,207439;-12,5450889;247;1676
"651";-43,59298;-14,50911;241;817
"652";-38,207439;-12,5450889;247;1676
"653";-43,59298;-14,50911;241;817
"654";-38,207439;-12,5450889;247;1676
"655";-43,59298;-14,50911;241;817
"656";-38,207439;-12,5450889;247;1676
"657";-43,59298;-14,50911;241;817
"658";-38,207439;-12,5450889;247;1676
"659";-43,59298;-14,50911;241;817
"660";-38,207439;-12,5450889;247;1676
"661";-43,59298;-14,50911;241;817
"662";-38,207439;-12,5450889;247;1676
"663";-43,59298;-14,50911;241;817
"664";-38,207439;-12,5450889;247;1676
"665";-43,59298;-14,50911;241;817
"666";-38,207439;-12,5450889;247;1676
"667";-43,59298;-14,50911;241;817
"668";-38,207439;-12,5450889;247;1676
"669";-43,59298;-14,50911;241;817
"670";-38,207439;-12,5450889;247;1676
"671";-43,59298;-14,50911;241;817
"672";-38,207439;-12,5450889;247;1676
"673";-43,59298;-14,50911;241;817
"674";-38,207439;-12,5450889;247;1676
"675";-43,59298;-14,50911;241;817
"676";-38,207439;-12,5450889;247;1676
"677";-43,59298;-14,50911;241;817
"678";-38,207439;-12,5450889;247;1676
"679";-43,59298;-14,50911;241;817
"680";-38,207439;-12,5450889;247;1676
"681";-43,59298;-14,50911;241;817
"682";-38,207439;-12,5450889;247;1676
"683";-43,59298;-14,50911;241;817
"684";-38,207439;-12,5450889;247;1676
"685";-43,59298;-14,50911;241;817
"686";-38,207439;-12,5450889;247;1676
"687";-43,59298;-14,50911;241;817
"688";-38,207439;-12,5450889;247;1676
"689";-43,59298;-14,50911;241;817
"690";-38,207439;-12,5450889;247;1676
"691";-43,59298;-14,50911;241;817
"692";-38,207439;-12,5450889;247;1676
"693";-43,59298;-14,50911;241;817
"694";-38,207439;-12,5450889;247;1676
"695";-43,59298;-14,50911;241;817
"696";-38,207439;-12,5450889;247;1676
"697";-43,59298;-14,50911;241;817
"698";-38,207439;-12,5450889;247;1676
"699";-43,59298;-14,50911;241;817
