"";"x";"y";"Temp";"Prec"
"3602";-56,633333;-4,683333;270;2192
"3603";-47,55;-15,533333;214;1426
"3604";-56,633333;-4,683333;270;2192
"3605";-47,55;-15,533333;214;1426
"3606";-56,633333;-4,683333;270;2192
"3607";-47,55;-15,533333;214;1426
"3608";-56,633333;-4,683333;270;2192
"3609";-47,55;-15,533333;214;1426
"3610";-56,633333;-4,683333;270;2192
"3611";-47,55;-15,533333;214;1426
"3612";-56,633333;-4,683333;270;2192
"3613";-47,55;-15,533333;214;1426
"3614";-56,633333;-4,683333;270;2192
"3615";-47,55;-15,533333;214;1426
"3616";-56,633333;-4,683333;270;2192
"3617";-47,55;-15,533333;214;1426
"3618";-56,633333;-4,683333;270;2192
"3619";-47,55;-15,533333;214;1426
"3620";-56,633333;-4,683333;270;2192
"3621";-47,55;-15,533333;214;1426
"3622";-56,633333;-4,683333;270;2192
"3623";-47,55;-15,533333;214;1426
"3624";-56,633333;-4,683333;270;2192
"3625";-47,55;-15,533333;214;1426
"3626";-56,633333;-4,683333;270;2192
"3627";-47,55;-15,533333;214;1426
"3628";-56,633333;-4,683333;270;2192
"3629";-47,55;-15,533333;214;1426
"3630";-56,633333;-4,683333;270;2192
"3631";-47,55;-15,533333;214;1426
"3632";-56,633333;-4,683333;270;2192
"3633";-47,55;-15,533333;214;1426
"3634";-56,633333;-4,683333;270;2192
"3635";-47,55;-15,533333;214;1426
"3636";-56,633333;-4,683333;270;2192
"3637";-47,55;-15,533333;214;1426
"3638";-56,633333;-4,683333;270;2192
"3639";-47,55;-15,533333;214;1426
"3640";-56,633333;-4,683333;270;2192
"3641";-47,55;-15,533333;214;1426
"3642";-56,633333;-4,683333;270;2192
"3643";-47,55;-15,533333;214;1426
"3644";-56,633333;-4,683333;270;2192
"3645";-47,55;-15,533333;214;1426
"3646";-56,633333;-4,683333;270;2192
"3647";-47,55;-15,533333;214;1426
"3648";-56,633333;-4,683333;270;2192
"3649";-47,55;-15,533333;214;1426
"3650";-56,633333;-4,683333;270;2192
"3651";-47,55;-15,533333;214;1426
"3652";-56,633333;-4,683333;270;2192
"3653";-47,55;-15,533333;214;1426
"3654";-56,633333;-4,683333;270;2192
"3655";-47,55;-15,533333;214;1426
"3656";-56,633333;-4,683333;270;2192
"3657";-47,55;-15,533333;214;1426
"3658";-56,633333;-4,683333;270;2192
"3659";-47,55;-15,533333;214;1426
"3660";-56,633333;-4,683333;270;2192
"3661";-47,55;-15,533333;214;1426
"3662";-56,633333;-4,683333;270;2192
"3663";-47,55;-15,533333;214;1426
"3664";-56,633333;-4,683333;270;2192
"3665";-47,55;-15,533333;214;1426
"3666";-56,633333;-4,683333;270;2192
"3667";-47,55;-15,533333;214;1426
"3668";-56,633333;-4,683333;270;2192
"3669";-47,55;-15,533333;214;1426
"3670";-56,633333;-4,683333;270;2192
"3671";-47,55;-15,533333;214;1426
"3672";-56,633333;-4,683333;270;2192
"3673";-47,55;-15,533333;214;1426
"3674";-56,633333;-4,683333;270;2192
"3675";-47,55;-15,533333;214;1426
"3676";-56,633333;-4,683333;270;2192
"3677";-47,55;-15,533333;214;1426
"3678";-56,633333;-4,683333;270;2192
