species;betweenness;weighted.betweenness;closeness;weighted.closeness;normalised.degree;biomes
Phaeomyias_murina;0;0;0,0122357501968623;0,00496083950865547;0,0476190476190476;Cerrado
Phaethornis_baroni;0;0;0,0104497354497355;0,00714376139539127;0,0714285714285714;Andinean_Forest
Phaethornis_griseogularis;0;0;0,0153439153439153;0,0072392434010661;0,0714285714285714;Andinean_Forest
Phaethornis_guy;0,0610650887573965;0,120372581800812;0,0164021164021164;0,0208072101229322;0,142857142857143;Andinean_Forest
Phaethornis_malaris;0;0;0,0104497354497355;0,00714376139539127;0,0714285714285714;Andinean_Forest
Phaethornis_striigularis;0;0;0,0104497354497355;0,0122131106530438;0,0714285714285714;Andinean_Forest
Phaethornis_superciliosus;0;0;0,0104497354497355;0,00714376139539127;0,0714285714285714;Andinean_Forest
Phaethornis_syrmatophorus;0;0;0,0104497354497355;0,0189294653842846;0,0714285714285714;Andinean_Forest
Phaethornis_yaruqui;0;0;0,0104497354497355;0,0159970471919133;0,0714285714285714;Andinean_Forest
Pheugopedius_genibarbis;0;0;0,0152038282149131;0,00695664339053667;0,0476190476190476;Cerrado
Philydor_rufum;0;0;0,0110086875787519;0,00893364246520595;0,0588235294117647;Mata_Atlantica
Phlegopsis_nigromaculata;0,0550931878128443;0,204691483936767;0,0175647836929416;0,0100191828020682;0,294117647058824;Amazonia
Pipra_erythrocephala;0,000841926933168837;0;0,0118182803859915;0,00581421484322297;0,117647058823529;Amazonia
Pipra_erythrocephala;0;0;0,000264550264550265;NA;0,0714285714285714;Andinean_Forest
Pipra_fasciicauda;0,0578195850583911;0,11820499745028;0,015287867288301;0,009333196758561;0,176470588235294;Amazonia
Pipra_pipra;0;0;0,0132278000650548;0,00822038552256033;0,0588235294117647;Amazonia
Pipra_rubrocapilla;0,0123763076311654;0,0234574196838348;0,0132278000650548;0,00765345844269632;0,176470588235294;Amazonia
Pipra_rubrocapilla;0;0;0,000363438124659277;NA;0,0476190476190476;Cerrado
Pipreola_riefferii;0;0;0,0153439153439153;0,0072392434010661;0,0714285714285714;Andinean_Forest
Pitangus_sulphuratus;0,0186351441985245;0;0,0356240525517938;0,0213636721964582;0,166666666666667;Caatinga
Pitangus_sulphuratus;0,103336004273504;0,0433064100360887;0,0159307044642316;0,00708637966590701;0,0952380952380952;Cerrado
Pitangus_sulphuratus;0;0;0,017441474898866;0,00140669593291426;0,0588235294117647;Mata_Atlantica
Pithys_albifrons;0,0127102988691274;0,00484446710861805;0,0145288951534208;0,00770038181069544;0,117647058823529;Amazonia
