Loc;Lineage_Name;parasiteGenus;order;family;species;Host_Status;biomes;Location ID
-15.5954324__-39.5655673;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_tyrannulus;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Casiornis_fuscus;PM;Cerrado;35
-15.5954324__-39.5655673;PAPOL02;Parahaemoproteus;Passeriformes;Tyrannidae;Pachyramphus_polychopterus;PM;Cerrado;35
-15.5954324__-39.5655673;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_frontalis;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Myiodynastes_maculatus;PM;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;PYLEU04;Plasmodium;Passeriformes;Thamnophilidae;Pyriglena_leucoptera;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Myiodynastes_maculatus;PM;Cerrado;35
-15.5954324__-39.5655673;PAPOL01;Parahaemoproteus;Passeriformes;Thraupidae;Nemosia_pileata;R;Cerrado;35
-15.5954324__-39.5655673;PAPOL01;Parahaemoproteus;Caprimulgiformes;Caprimulgidae;Nyctidromus_albicollis;R;Cerrado;35
-15.5954324__-39.5655673;FOLEU01;Parahaemoproteus;Passeriformes;Furnariidae;Furnarius_leucopus;R;Cerrado;35
-15.5954324__-39.5655673;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_tuberculifer;R;Cerrado;35
-15.5954324__-39.5655673;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_tyrannulus;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Capsiempis_flaveola;R;Cerrado;35
-15.5954324__-39.5655673;TUAMA01;Plasmodium;Passeriformes;Turdidae;Turdus_amaurochalinus;PM;Cerrado;35
-15.5954324__-39.5655673;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Myiophobus_fasciatus;PM;Cerrado;35
-15.5954324__-39.5655673;PAPOL01;Parahaemoproteus;Passeriformes;Emberizidae;Paroaria_dominicana;R;Cerrado;35
-15.5954324__-39.5655673;COMEL01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_melanops;R;Cerrado;35
-15.5954324__-39.5655673;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Pitangus_sulphuratus;PM;Cerrado;35
-15.5954324__-39.5655673;BAFLA04;Plasmodium;Passeriformes;Emberizidae;Tiaris_fuliginosus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Pitangus_sulphuratus;PM;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;NEPIL01;Parahaemoproteus;Passeriformes;Troglodytidae;Pheugopedius_genibarbis;R;Cerrado;35
-15.5954324__-39.5655673;FULEU01;Parahaemoproteus;Passeriformes;Tyrannidae;Pachyramphus_polychopterus;PM;Cerrado;35
-15.5954324__-39.5655673;COTAL01;Haemoproteus;Columbiformes;Columbidae;Columbina_talpacoti;R;Cerrado;35
-15.5954324__-39.5655673;THAMB03;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_tuberculifer;R;Cerrado;35
-15.5954324__-39.5655673;THAMB03;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;DENPET03;Plasmodium;Passeriformes;Turdidae;Turdus_rufiventris;R;Cerrado;35
-15.5954324__-39.5655673;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_frontalis;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Capsiempis_flaveola;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;35
-15.5954324__-39.5655673;EUVIO01;Plasmodium;Passeriformes;Fringillidae;Euphonia_violacea;R;Cerrado;35
-15.5954324__-39.5655673;PADOM11;Plasmodium;Passeriformes;Emberizidae;Tiaris_fuliginosus;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;35
-15.5954324__-39.5655673;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;35
-15.5954324__-39.5655673;PAPOL04;Parahaemoproteus;Passeriformes;Tyrannidae;Pachyramphus_polychopterus;PM;Cerrado;35
-15.5954324__-39.5655673;PADOM09;Plasmodium;Passeriformes;Troglodytidae;Pheugopedius_genibarbis;R;Cerrado;35
-15.5954324__-39.5655673;TULEU01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;BAFLA04;Plasmodium;Passeriformes;Emberizidae;Paroaria_dominicana;R;Cerrado;35
-15.5954324__-39.5655673;PAPOL01;Parahaemoproteus;Passeriformes;Tyrannidae;Pachyramphus_polychopterus;PM;Cerrado;35
-15.5954324__-39.5655673;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_tyrannulus;R;Cerrado;35
-15.5954324__-39.5655673;NEPIL01;Parahaemoproteus;Passeriformes;Thraupidae;Nemosia_pileata;R;Cerrado;35
-15.5954324__-39.5655673;THAMB03;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;BAFLA03;Plasmodium;Passeriformes;Fringillidae;Euphonia_violacea;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;BAFLA02;Parahaemoproteus;Passeriformes;Tyrannidae;Tyrannus_melancholicus;PM;Cerrado;35
-15.5954324__-39.5655673;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;35
-15.5954324__-39.5655673;TOFLA02;Parahaemoproteus;Passeriformes;Tyrannidae;Myiarchus_tyrannulus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;PYLEU01;Plasmodium;Passeriformes;Thamnophilidae;Pyriglena_leucoptera;R;Cerrado;35
-15.5954324__-39.5655673;PAPOL03;Parahaemoproteus;Passeriformes;Tyrannidae;Pachyramphus_polychopterus;PM;Cerrado;35
-15.5954324__-39.5655673;CARUF01;Parahaemoproteus;Passeriformes;Emberizidae;Coryphospingus_pileatus;R;Cerrado;35
-15.5954324__-39.5655673;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_frontalis;R;Cerrado;35
-15.5954324__-39.5655673;PYLEU01;Plasmodium;Passeriformes;Thamnophilidae;Pyriglena_leucoptera;R;Cerrado;35
-15.5954324__-39.5655673;PHMUR01;Plasmodium;Passeriformes;Tyrannidae;Phaeomyias_murina;PM;Cerrado;35
-15.5954324__-39.5655673;THAMB03;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;PYLEU01;Plasmodium;Passeriformes;Thamnophilidae;Pyriglena_leucoptera;R;Cerrado;35
-15.5954324__-39.5655673;COTAL01;Parahaemoproteus;Cuculiformes;Cuculidae;Coccyzus_melacoryphus;M;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;COTAL01;Parahaemoproteus;Cuculiformes;Cuculidae;Coccyzus_melacoryphus;M;Cerrado;35
-15.5954324__-39.5655673;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;35
-15.5954324__-39.5655673;COPIL01;Plasmodium;Passeriformes;Troglodytidae;Troglodytes_musculus;R;Cerrado;35
-15.5954324__-39.5655673;COPIL01;Plasmodium;Passeriformes;Emberizidae;Volatinia_jacarina;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;COPIL01;Plasmodium;Passeriformes;Emberizidae;Volatinia_jacarina;R;Cerrado;35
-15.5954324__-39.5655673;COPIL01;Plasmodium;Passeriformes;Troglodytidae;Troglodytes_musculus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-15.5954324__-39.5655673;THAMB02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;35
-16.25__-56.366667;AMABRA01;Plasmodium;Anseriformes;Anatidae;Amazonetta_brasiliensis;R;Pantanal;10
-16.25__-56.366667;COLTAL02;Haemoproteus;Columbiformes;Columbidae;Columbina_talpacoti;R;Pantanal;10
-16.25__-56.366667;EUMIN01;Parahaemoproteus;Apodiformes;Trochilidae;Hylocharis_chrysura;R;Pantanal;10
-16.25__-56.366667;MESCAY01;Parahaemoproteus;Pelecaniformes;Threskiornithidae;Mesembrinibis_cayennensis;R;Pantanal;10
-16.25__-56.366667;CRYUND01;Plasmodium;Tinamiformes;Tinamidae;Crypturellus_undulatus;R;Pantanal;10
-16.25__-56.366667;CHLAME01;Parahaemoproteus;Coraciiformes;Alcedinidae;Chloroceryle_americana;R;Pantanal;10
-16.25__-56.366667;MYCAME08;Plasmodium;Ciconiiformes;Ciconiidae;Mycteria_americana;M;Pantanal;10
-16.25__-56.366667;MYCAME02;Plasmodium;Pelecaniformes;Ardeidae;Ardea_cocoi;R;Pantanal;10
-16.25__-56.366667;ICTCAY03;Plasmodium;Passeriformes;Icteridae;Icterus_cayanensis;R;Pantanal;10
-16.25__-56.366667;MYCAME02;Plasmodium;Pelecaniformes;Ardeidae;Casmerodius_albus;R;Pantanal;10
-16.2559998__-41.011001;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Casiornis_fuscus;PM;Cerrado;32
-16.2559998__-41.011001;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;32
-16.2559998__-41.011001;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;32
-16.2559998__-41.011001;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;32
-16.2559998__-41.011001;GRW06;Plasmodium;Galbuliformes;Bucconidae;Malacoptila_striata;R;Cerrado;32
-16.2559998__-41.011001;BAFLA03;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;32
-16.2559998__-41.011001;MASTR01;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;32
-16.2559998__-41.011001;TULEU06;Plasmodium;Passeriformes;Emberizidae;Coryphospingus_pileatus;R;Cerrado;32
-16.2559998__-41.011001;COLIN16;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_lineata;R;Cerrado;32
-16.2559998__-41.011001;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;COLIN16;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_lineata;R;Cerrado;32
-16.2559998__-41.011001;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;32
-16.2559998__-41.011001;LERUF01;Haemoproteus;Columbiformes;Columbidae;Leptotila_rufaxilla;R;Cerrado;32
-16.2559998__-41.011001;TULEU06;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;32
-16.2559998__-41.011001;BAFLA01;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;32
-16.2559998__-41.011001;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus_amaurochalinus;PM;Cerrado;32
-16.2559998__-41.011001;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;COLIN16;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;32
-16.2559998__-41.011001;BAFLA03;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;32
-16.2559998__-41.011001;TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;32
-16.2559998__-41.011001;TULEU08;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;32
-16.2559998__-41.011001;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Casiornis_fuscus;PM;Cerrado;32
-16.2559998__-41.011001;BAFLA03;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;32
-16.2559998__-41.011001;BAFLA01;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;32
-16.2559998__-41.011001;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Cnemotriccus_fuscatus;R;Cerrado;32
-16.2559998__-41.011001;ELALB01;Parahaemoproteus;Passeriformes;Tyrannidae;Casiornis_fuscus;PM;Cerrado;32
-16.2559998__-41.011001;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Cnemotriccus_fuscatus;R;Cerrado;32
-16.2559998__-41.011001;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;32
-16.2559998__-41.011001;LEAMA01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_lineata;R;Cerrado;32
-16.2559998__-41.011001;PADOM11;Plasmodium;Passeriformes;Thraupidae;Trichothraupis_melanops;R;Cerrado;32
-16.2559998__-41.011001;BAFLA01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_lineata;R;Cerrado;32
-16.2559998__-41.011001;LEAMA01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_lineata;R;Cerrado;32
-16.2559998__-41.011001;TOFLA02;Parahaemoproteus;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;PADOM11;Plasmodium;Passeriformes;Thraupidae;Trichothraupis_melanops;R;Cerrado;32
-16.2559998__-41.011001;PADOM11;Plasmodium;Passeriformes;Thraupidae;Trichothraupis_melanops;R;Cerrado;32
-16.2559998__-41.011001;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Cnemotriccus_fuscatus;R;Cerrado;32
-16.2559998__-41.011001;COLIN05;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;CHCAM01;Plasmodium;Passeriformes;Formicariidae;Chamaeza_campanisona;R;Cerrado;32
-16.2559998__-41.011001;SYCIN01;Parahaemoproteus;Passeriformes;Furnariidae;Synallaxis_cinerea;R;Cerrado;32
-16.2559998__-41.011001;PYLEU01;Plasmodium;Passeriformes;Thamnophilidae;Pyriglena_leucoptera;R;Cerrado;32
-16.2559998__-41.011001;TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias_flaviventris;R;Cerrado;32
-16.2559998__-41.011001;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Myiopagis_viridicata;PM;Cerrado;32
-16.2559998__-41.011001;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;32
-16.5630651__-45.5308804;BAFLA05;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;11
-16.5630651__-45.5308804;DENPET03;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;11
-16.5630651__-45.5308804;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Cnemotriccus_fuscatus;R;Cerrado;11
-16.5630651__-45.5308804;TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;11
-16.5630651__-45.5308804;TARUF01;Parahaemoproteus;Passeriformes;Thraupidae;Tachyphonus_rufus;R;Cerrado;11
-16.5630651__-45.5308804;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Myiopagis_viridicata;PM;Cerrado;11
-16.5630651__-45.5308804;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Myiopagis_viridicata;PM;Cerrado;11
-16.5630651__-45.5308804;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_ferox;R;Cerrado;11
-16.5630651__-45.5308804;CAOBS01;Plasmodium;Passeriformes;Tyrannidae;Camptostoma_obsoletum;R;Cerrado;11
-16.5630651__-45.5308804;ANGAL01;Plasmodium;Passeriformes;Pipridae;Antilophia_galeata;R;Cerrado;11
-16.5630651__-45.5308804;CAOBS01;Plasmodium;Passeriformes;Tyrannidae;Camptostoma_obsoletum;R;Cerrado;11
-16.5630651__-45.5308804;MASTR01;Plasmodium;Passeriformes;Parulidae;Basileuterus_hypoleucus;R;Cerrado;11
-16.5630651__-45.5308804;BAHYP01;Plasmodium;Passeriformes;Parulidae;Basileuterus_hypoleucus;R;Cerrado;11
-16.5630651__-45.5308804;CAOBS01;Plasmodium;Passeriformes;Icteridae;Gnorimopsar_chopi;R;Cerrado;11
-16.5630651__-45.5308804;MYITYR01;Plasmodium;Passeriformes;Tyrannidae;Myiodynastes_maculatus;PM;Cerrado;11
-16.5630651__-45.5308804;COPIL01;Plasmodium;Galbuliformes;Bucconidae;Nonnula_rubecula;R;Cerrado;11
-16.5630651__-45.5308804;BAHYP01;Plasmodium;Passeriformes;Parulidae;Basileuterus_hypoleucus;R;Cerrado;11
-16.5630651__-45.5308804;TOSUL01;Parahaemoproteus;Passeriformes;Tyrannidae;Tolmomyias_sulphurescens;R;Cerrado;11
-16.5630651__-45.5308804;MOBON01;Plasmodium;Passeriformes;Icteridae;Molothrus_bonariensis;R;Cerrado;11
-16.5630651__-45.5308804;GURUF01;Plasmodium;Galbuliformes;Galbulidae;Galbula_ruficauda;R;Cerrado;11
-16.5630651__-45.5308804;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_scutata;R;Cerrado;11
-16.5630651__-45.5308804;PADOM11;Plasmodium;Passeriformes;Thraupidae;Dacnis_cayana;R;Cerrado;11
-16.5630651__-45.5308804;COSQU01;Haemoproteus;Columbiformes;Columbidae;Claravis_pretiosa;R;Cerrado;11
-16.5630651__-45.5308804;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_scutata;R;Cerrado;11
-16.5630651__-45.5308804;PAPOL06;Plasmodium;Passeriformes;Tyrannidae;Pachyramphus_polychopterus;PM;Cerrado;11
-16.5630651__-45.5308804;DENPET03;Plasmodium;Passeriformes;Parulidae;Parula_pitiayumi;R;Cerrado;11
-16.5630651__-45.5308804;DENPET03;Plasmodium;Passeriformes;Coerebidae;Coereba_flaveola;R;Cerrado;11
-16.5630651__-45.5308804;DENPET03;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;11
-16.5630651__-45.5308804;TARUF01;Parahaemoproteus;Passeriformes;Thraupidae;Tachyphonus_rufus;R;Cerrado;11
-16.5630651__-45.5308804;PADOM11;Plasmodium;Passeriformes;Dendrocolaptidae;Sittasomus_griseicapillus;R;Cerrado;11
-16.5630651__-45.5308804;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_frontalis;R;Cerrado;11
-16.5630651__-45.5308804;TULEU06;Plasmodium;Passeriformes;Tyrannidae;Pachyramphus_viridis;R;Cerrado;11
-16.5630651__-45.5308804;BAHYP01;Plasmodium;Passeriformes;Parulidae;Basileuterus_hypoleucus;R;Cerrado;11
-16.5630651__-45.5308804;ELALBO01;Parahaemoproteus;Passeriformes;Dendrocolaptidae;Dendrocolaptes_platyrostris;R;Cerrado;11
-16.5630651__-45.5308804;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_frontalis;R;Cerrado;11
-16.5630651__-45.5308804;BAFLA03;Plasmodium;Piciformes;Picidae;Celeus_flavescens;R;Cerrado;11
-16.5630651__-45.5308804;HYREC01;Plasmodium;Passeriformes;Furnariidae;Hylocryptus_rectirostris;R;Cerrado;11
-16.5630651__-45.5308804;MYITYR01;Plasmodium;Passeriformes;Tyrannidae;Myiodynastes_maculatus;PM;Cerrado;11
-16.5630651__-45.5308804;TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;11
-16.5630651__-45.5308804;FURUF01;Plasmodium;Passeriformes;Furnariidae;Furnarius_rufus;R;Cerrado;11
-16.5630651__-45.5308804;MYITYR01;Plasmodium;Passeriformes;Tyrannidae;Myiodynastes_maculatus;PM;Cerrado;11
-16.5630651__-45.5308804;BAFLA03;Plasmodium;Piciformes;Picidae;Dryocopus_lineatus;R;Cerrado;11
-16.5630651__-45.5308804;GALLUS01;Plasmodium;Passeriformes;Furnariidae;Synallaxis_scutata;R;Cerrado;11
-16.5630651__-45.5308804;PHPAT01;Plasmodium;Passeriformes;Tyrannidae;Phaeomyias_murina;PM;Cerrado;11
-16.5630651__-45.5308804;MYITYR01;Plasmodium;Passeriformes;Tyrannidae;Myiodynastes_maculatus;PM;Cerrado;11
-17.657674__-43.4844164;FOSER01;Plasmodium;Passeriformes;Thamnophilidae;Formicivora_melanogaster;R;Cerrado;37
-17.657674__-43.4844164;THCAE01;Plasmodium;Passeriformes;Thamnophilidae;Sakesphorus_cristatus;R;Cerrado;37
-17.657674__-43.4844164;THCAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;THSAY01;Plasmodium;Passeriformes;Thraupidae;Thraupis_sayaca;R;Cerrado;37
-17.657674__-43.4844164;THCAE01;Plasmodium;Passeriformes;Thamnophilidae;Sakesphorus_cristatus;R;Cerrado;37
-17.657674__-43.4844164;THCAE01;Plasmodium;Passeriformes;Thamnophilidae;Sakesphorus_cristatus;R;Cerrado;37
-17.657674__-43.4844164;THAMB07;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_swainsoni;PM;Cerrado;37
-17.657674__-43.4844164;THAMB08;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;TUMIG03;Plasmodium;Passeriformes;Turdidae;Turdus_amaurochalinus;PM;Cerrado;37
-17.657674__-43.4844164;PADOM11;Plasmodium;Passeriformes;Polioptilidae;Polioptila_plumbea;R;Cerrado;37
-17.657674__-43.4844164;THAMB06;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;THSAY01;Plasmodium;Passeriformes;Thraupidae;Thraupis_sayaca;R;Cerrado;37
-17.657674__-43.4844164;TUAMA01;Plasmodium;Passeriformes;Turdidae;Turdus_albicollis;R;Cerrado;37
-17.657674__-43.4844164;THAMB08;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;BAFLA03;Plasmodium;Passeriformes;Parulidae;Basileuterus_culicivorus;R;Cerrado;37
-17.657674__-43.4844164;DENPET03;Plasmodium;Passeriformes;Thamnophilidae;Formicivora_melanogaster;R;Cerrado;37
-17.657674__-43.4844164;PADOM09;Plasmodium;Passeriformes;Parulidae;Basileuterus_culicivorus;R;Cerrado;37
-17.657674__-43.4844164;THSAY01;Plasmodium;Passeriformes;Thraupidae;Thlypopsis_sordida;R;Cerrado;37
-17.657674__-43.4844164;THAMB04;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;GALLUS01;Plasmodium;Passeriformes;Emberizidae;Coryphospingus_pileatus;R;Cerrado;37
-17.657674__-43.4844164;COPIL01;Plasmodium;Passeriformes;Emberizidae;Coryphospingus_pileatus;R;Cerrado;37
-17.657674__-43.4844164;EUCHL01;Plasmodium;Passeriformes;Fringillidae;Euphonia_chlorotica;R;Cerrado;37
-17.657674__-43.4844164;COSQU01;Haemoproteus;Columbiformes;Columbidae;Claravis_pretiosa;R;Cerrado;37
-17.657674__-43.4844164;THAMB05;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_ambiguus;R;Cerrado;37
-17.657674__-43.4844164;BAFLA03;Plasmodium;Passeriformes;Parulidae;Basileuterus_culicivorus;R;Cerrado;37
-17.657674__-43.4844164;BAFLA03;Plasmodium;Passeriformes;Parulidae;Basileuterus_flaveolus;R;Cerrado;37
-17.657674__-43.4844164;COPIL01;Plasmodium;Passeriformes;Emberizidae;Coryphospingus_pileatus;R;Cerrado;37
-17.657674__-43.4844164;TUAMA01;Plasmodium;Passeriformes;Turdidae;Turdus_albicollis;R;Cerrado;37
-17.657674__-43.4844164;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Lathrotriccus_euleri;PM;Cerrado;37
-17.657674__-43.4844164;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiarchus_swainsoni;PM;Cerrado;37
-17.657674__-43.4844164;TULEU06;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;37
-17.657674__-43.4844164;FOMEL01;Plasmodium;Passeriformes;Thamnophilidae;Formicivora_melanogaster;R;Cerrado;37
-17.657674__-43.4844164;MYSWA01;Plasmodium;Passeriformes;Tyrannidae;Myiobius_barbatus;R;Cerrado;37
-17.657674__-43.4844164;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Lathrotriccus_euleri;PM;Cerrado;37
-17.657674__-43.4844164;TUAMA01;Plasmodium;Passeriformes;Turdidae;Turdus_amaurochalinus;PM;Cerrado;37
-17.657674__-43.4844164;TULEU06;Plasmodium;Passeriformes;Turdidae;Turdus_leucomelas;R;Cerrado;37
