Loc;Lineage_Name;parasiteGenus;order;family;species;Host_Status;biomes;Location ID
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_syrmatophorus;R;Andinean_Forest;137
-0.083333__-78.133333;PHASYR02;Plasmodium;Trochiliformes;Trochilidae;Phaethornis_striigularis;R;Andinean_Forest;137
-0.083333__-78.133333;PHASYR01;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_striigularis;R;Andinean_Forest;137
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_yaruqui;R;Andinean_Forest;137
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_syrmatophorus;R;Andinean_Forest;137
-0.083333__-78.133333;PHASYR02;Plasmodium;Trochiliformes;Trochilidae;Phaethornis_syrmatophorus;R;Andinean_Forest;137
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_syrmatophorus;R;Andinean_Forest;137
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_striigularis;R;Andinean_Forest;137
-0.083333__-78.133333;PHASYR01;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_syrmatophorus;R;Andinean_Forest;137
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_striigularis;R;Andinean_Forest;137
-0.083333__-78.133333;TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis_syrmatophorus;R;Andinean_Forest;137
-0.4__-64.8;CHLIND01;Parahaemoproteus;Coraciiformes;Alcedinidae;Chloroceryle_inda;R;Amazonia;64
-0.4__-64.8;MONNIG01;Plasmodium;Piciformes;Ramphastidae;Ramphastos_tucanus;R;Amazonia;64
-0.4__-64.8;MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_axillaris;R;Amazonia;64
-0.4__-64.8;LEPCOR04;Plasmodium;Passeriformes;Pipridae;Pipra_erythrocephala;R;Amazonia;64
-0.4__-64.8;GALALB01;Plasmodium;Piciformes;Galbulidae;Galbula_albirostris;R;Amazonia;64
-0.4__-64.8;ISLGUT02;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_guttata;R;Amazonia;64
-0.4__-64.8;ISLGUT01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_guttata;R;Amazonia;64
-0.4__-64.8;FORCOL02;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;64
-0.4__-64.8;LEPCOR04;Plasmodium;Passeriformes;Pipridae;Lepidothrix_coronata;R;Amazonia;64
-0.4__-64.8;XIPPAR01;Plasmodium;Passeriformes;Dendrocolaptidae;Xiphorhynchus_pardalotus;R;Amazonia;64
-0.4__-64.8;FORCOL04;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;64
-0.4__-64.8;FORCOL03;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;64
-0.4__-64.8;DIXPIP01;Plasmodium;Passeriformes;Pipridae;Pipra_pipra;R;Amazonia;64
-0.583333__-64.916667;CYCYA01;Plasmodium;Passeriformes;Polioptilidae;Microbates_collaris;R;Amazonia;25
-0.583333__-64.916667;AUTINF02;Plasmodium;Passeriformes;Furnariidae;Automolus_infuscatus;R;Amazonia;25
-0.583333__-64.916667;COLPAS04;Haemoproteus;Passeriformes;Furnariidae;Automolus_infuscatus;R;Amazonia;25
-0.583333__-64.916667;HYLNAE01;Plasmodium;Passeriformes;Thamnophilidae;Hylophylax_naevius;R;Amazonia;25
-0.583333__-64.916667;MYRLON03;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_longipennis;R;Amazonia;25
-0.583333__-64.916667;WILPOE08;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;25
-0.583333__-64.916667;CERERY01;Plasmodium;Passeriformes;Pipridae;Pipra_erythrocephala;R;Amazonia;25
-0.583333__-64.916667;WILPOE09;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;25
-0.583333__-64.916667;THACAE06;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes_caesius;R;Amazonia;25
-0.583333__-64.916667;GLYSPI04;Plasmodium;Passeriformes;Dendrocolaptidae;Glyphorynchus_spirurus;R;Amazonia;25
-0.583333__-64.916667;TACCRI01;Parahaemoproteus;Passeriformes;Dendrocolaptidae;Dendrocincla_fuliginosa;R;Amazonia;25
-0.583333__-64.916667;GYMLEU02;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys_leucaspis;R;Amazonia;25
-0.583333__-64.916667;CYCYA01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_coronata;R;Amazonia;25
-0.583333__-64.916667;AUTINF01;Plasmodium;Passeriformes;Furnariidae;Automolus_infuscatus;R;Amazonia;25
-0.583333__-64.916667;CYCYA01;Plasmodium;Passeriformes;Furnariidae;Sclerurus_caudacutus;R;Amazonia;25
-0.583333__-64.916667;AUTINF03;Plasmodium;Passeriformes;Furnariidae;Automolus_infuscatus;R;Amazonia;25
-0.583333__-64.916667;THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Hypocnemis_hypoxantha;R;Amazonia;25
-0.583333__-64.916667;THAMUR01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_murinus;R;Amazonia;25
-0.583333__-64.916667;PSOOCH01;Plasmodium;Gruiformes;Psophiidae;Psophia_crepitans;R;Amazonia;25
-0.583333__-64.916667;MYRLON02;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_longipennis;R;Amazonia;25
-0.583333__-64.916667;PHIERY03;Plasmodium;Passeriformes;Thamnophilidae;Phlegopsis_erythroptera;R;Amazonia;25
-0.583333__-64.916667;CYCYA01;Plasmodium;Columbiformes;Columbidae;Geotrygon_montana;R;Amazonia;25
-0.583333__-64.916667;PSOOCH01;Plasmodium;Gruiformes;Psophiidae;Psophia_crepitans;R;Amazonia;25
-0.583333__-64.916667;WILPOE11;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;25
-1.35__-56.366667;THACAE08;Plasmodium;Passeriformes;Pipridae;Pipra_erythrocephala;R;Amazonia;69
-1.35__-56.366667;FORCOL07;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;69
-1.35__-56.366667;THACAE08;Plasmodium;Passeriformes;Pipridae;Pipra_erythrocephala;R;Amazonia;69
-1.35__-56.366667;COLPAS04;Haemoproteus;Passeriformes;Tyrannidae;Lophotriccus_galeatus;R;Amazonia;69
-1.35__-56.366667;GEOTRY01;Haemoproteus;Columbiformes;Columbidae;Geotrygon_montana;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Pithys_albifrons;R;Amazonia;69
-1.35__-56.366667;GLYSPI06;Plasmodium;Passeriformes;Dendrocolaptidae;Glyphorynchus_spirurus;R;Amazonia;69
-1.35__-56.366667;PADOM09;Plasmodium;Passeriformes;Thraupidae;Thraupis_palmarum;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Pipridae;Pipra_pipra;R;Amazonia;69
-1.35__-56.366667;COLPAS04;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;GEOTRY01;Haemoproteus;Columbiformes;Columbidae;Geotrygon_montana;R;Amazonia;69
-1.35__-56.366667;MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys_rufigula;R;Amazonia;69
-1.35__-56.366667;MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys_rufigula;R;Amazonia;69
-1.35__-56.366667;COLPAS04;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;FORCOL07;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;69
-1.35__-56.366667;GLYSPI06;Plasmodium;Passeriformes;Dendrocolaptidae;Glyphorynchus_spirurus;R;Amazonia;69
-1.35__-56.366667;GLYSPI06;Plasmodium;Passeriformes;Dendrocolaptidae;Glyphorynchus_spirurus;R;Amazonia;69
-1.35__-56.366667;MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys_rufigula;R;Amazonia;69
-1.35__-56.366667;DENFUL02;Plasmodium;Passeriformes;Dendrocolaptidae;Dendrocincla_fuliginosa;R;Amazonia;69
-1.35__-56.366667;THACAE09;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes_caesius;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Pipridae;Pipra_pipra;R;Amazonia;69
-1.35__-56.366667;COLPAS04;Haemoproteus;Passeriformes;Thamnophilidae;Cymbilaimus_lineatus;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Pipridae;Pipra_pipra;R;Amazonia;69
-1.35__-56.366667;THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_murinus;R;Amazonia;69
-1.35__-56.366667;ELAFLA01;Parahaemoproteus;Passeriformes;Tyrannidae;Elaenia_flavogaster;R;Amazonia;69
-1.35__-56.366667;FURLEU01;Plasmodium;Passeriformes;Thraupidae;Thraupis_episcopus;R;Amazonia;69
-1.35__-56.366667;TACCRI01;Parahaemoproteus;Passeriformes;Thraupidae;Tachyphonus_cristatus;R;Amazonia;69
-1.35__-56.366667;FORCOL07;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;COLPAS04;Haemoproteus;Columbiformes;Columbidae;Columbina_talpacoti;R;Amazonia;69
-1.35__-56.366667;THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_murinus;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Dendrocolaptidae;Hylexetastes_perrotii;R;Amazonia;69
-1.35__-56.366667;COLPAS04;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;TYRMEL01;Parahaemoproteus;Passeriformes;Tyrannidae;Tyrannus_melancholicus;PM;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Pithys_albifrons;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Pithys_albifrons;R;Amazonia;69
-1.35__-56.366667;LEPRUF02;Haemoproteus;Columbiformes;Columbidae;Leptotila_rufaxilla;R;Amazonia;69
-1.35__-56.366667;COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina_passerina;R;Amazonia;69
-1.35__-56.366667;THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_murinus;R;Amazonia;69
-1.35__-56.366667;PADOM09;Plasmodium;Passeriformes;Dendrocolaptidae;Dendrocolaptes_certhia;R;Amazonia;69
-1.35__-56.366667;CYCYA01;Plasmodium;Passeriformes;Pipridae;Pipra_pipra;R;Amazonia;69
-1.35__-56.366667;MICGIL01;Haemoproteus;Falconiformes;Falconidae;Micrastur_gilvicollis;R;Amazonia;69
-1.95__-51.6;THAMAE01;Plasmodium;Passeriformes;Thamnophilidae;Phlegopsis_nigromaculata;R;Amazonia;2
-1.95__-51.6;MYRAXI10;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_axillaris;R;Amazonia;2
-1.95__-51.6;HYLPUN03;Plasmodium;Passeriformes;Thamnophilidae;Hylophylax_punctulatus;R;Amazonia;2
-1.95__-51.6;DENCER02;Parahaemoproteus;Piciformes;Bucconidae;Bucco_tamatia;R;Amazonia;2
-1.95__-51.6;CONAUR01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga_aurita;R;Amazonia;2
-1.95__-51.6;MYRAXI01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_longipennis;R;Amazonia;2
-1.95__-51.6;THACAE08;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes_caesius;R;Amazonia;2
-1.95__-51.6;MYRAXI01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_menetriesii;R;Amazonia;2
-1.95__-51.6;THAMAE01;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;2
-1.95__-51.6;MYRMEN02;Parahaemoproteus;Passeriformes;Thamnophilidae;Myrmotherula_menetriesii;R;Amazonia;2
-1.95__-51.6;ABUCUJ01;Parahaemoproteus;Galliformes;Cracidae;Pipile_cujubi;R;Amazonia;2
-1.95__-51.6;MYRAXI01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_menetriesii;R;Amazonia;2
-1.95__-51.6;MICMIN02;Parahaemoproteus;Falconiformes;Falconidae;Micrastur_mintoni;R;Amazonia;2
-1.95__-51.6;PHLNIG03;Plasmodium;Passeriformes;Thamnophilidae;Phlegopsis_nigromaculata;R;Amazonia;2
-1.95__-51.6;THACAE08;Plasmodium;Passeriformes;Pipridae;Pipra_pipra;R;Amazonia;2
-1.95__-51.6;MYRLON06;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_longipennis;R;Amazonia;2
-1.95__-51.6;ARRTAC05;Parahaemoproteus;Passeriformes;Emberizidae;Arremon_taciturnus;R;Amazonia;2
-1.95__-51.6;WILPOE02;Plasmodium;Passeriformes;Thamnophilidae;Hypocnemis_cantator;R;Amazonia;2
-1.95__-51.6;DENCER02;Parahaemoproteus;Piciformes;Bucconidae;Malacoptila_rufa;R;Amazonia;2
-1.95__-51.6;DENPET03;Plasmodium;Piciformes;Ramphastidae;Ramphastos_vitellinus;R;Amazonia;2
-1.95__-51.6;DENCER02;Parahaemoproteus;Passeriformes;Thamnophilidae;Pyriglena_leuconota;R;Amazonia;2
-1.95__-51.6;MONNIG01;Plasmodium;Piciformes;Bucconidae;Monasa_morphoeus;R;Amazonia;2
-1.95__-51.6;DENVID01;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes_caesius;R;Amazonia;2
-1.95__-51.6;NYSMAC01;Parahaemoproteus;Piciformes;Bucconidae;Bucco_capensis;R;Amazonia;2
-1.95__-51.6;NYSMAC01;Parahaemoproteus;Piciformes;Bucconidae;Bucco_capensis;R;Amazonia;2
-1.95__-51.6;DENCER02;Parahaemoproteus;Passeriformes;Thamnophilidae;Pyriglena_leuconota;R;Amazonia;2
-1.95__-51.6;CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes_caesius;R;Amazonia;2
-1.95__-51.6;NYSMAC01;Parahaemoproteus;Passeriformes;Dendrocolaptidae;Xiphorhynchus_guttatus;R;Amazonia;2
-1.95__-51.6;MICMIN03;Parahaemoproteus;Falconiformes;Falconidae;Micrastur_mintoni;R;Amazonia;2
-1.95__-51.6;ARRTAC01;Plasmodium;Passeriformes;Icteridae;Psarocolius_bifasciatus;R;Amazonia;2
-1.95__-51.6;DENCER02;Parahaemoproteus;Piciformes;Bucconidae;Malacoptila_rufa;R;Amazonia;2
-1.95__-51.6;SPMAG04;Plasmodium;Piciformes;Bucconidae;Malacoptila_rufa;R;Amazonia;2
-1.95__-51.6;SCLCAU02;Plasmodium;Passeriformes;Furnariidae;Sclerurus_caudacutus;R;Amazonia;2
-1.95__-51.6;MICMIN04;Parahaemoproteus;Falconiformes;Falconidae;Micrastur_mintoni;R;Amazonia;2
-1.95__-51.6;FOCOL01;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;2
-1.95__-51.6;MICMIN05;Parahaemoproteus;Falconiformes;Falconidae;Micrastur_mintoni;R;Amazonia;2
-1.95__-51.6;DENMER02;Plasmodium;Passeriformes;Formicariidae;Formicarius_colma;R;Amazonia;2
-1.95__-51.6;LIPVOC01;Plasmodium;Passeriformes;Cotingidae;Lipaugus_vociferans;R;Amazonia;2
-1.95__-51.6;IBYAME01;Parahaemoproteus;Falconiformes;Falconidae;Ibycter_americanus;R;Amazonia;2
-1.95__-51.6;MYRLON06;Plasmodium;Passeriformes;Thamnophilidae;Hypocnemis_cantator;R;Amazonia;2
-1.95__-51.6;MICRUF01;Parahaemoproteus;Falconiformes;Falconidae;Micrastur_ruficollis;R;Amazonia;2
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;THASAT10;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;110
-12.216667__-60.733333;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Rhytipterna_simplex;R;Amazonia;110
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;RHYSIM01;Plasmodium;Passeriformes;Tyrannidae;Rhytipterna_simplex;R;Amazonia;110
-12.216667__-60.733333;MYRAXI03;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_axillaris;R;Amazonia;110
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;LEPCOR04;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;THASAT10;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;110
-12.216667__-60.733333;MYRAXI03;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula_axillaris;R;Amazonia;110
-12.216667__-60.733333;TACRUB01;Plasmodium;Passeriformes;Pipridae;Lepidothrix_nattereri;R;Amazonia;110
-12.216667__-60.733333;PADOM09;Plasmodium;Passeriformes;Tyrannidae;Cnemotriccus_fuscatus;R;Amazonia;110
-12.216667__-60.733333;THASAT10;Plasmodium;Passeriformes;Thamnophilidae;Willisornis_poecilinotus;R;Amazonia;110
-12.216667__-60.733333;TUAMA01;Plasmodium;Passeriformes;Turdidae;Turdus_amaurochalinus;PM;Amazonia;110
-12.56861111__-70.09916667;HABRUB01;Plasmodium;Passeriformes;Cardinalidae;Habia_rubica;R;Amazonia;22
-12.56861111__-70.09916667;TACCRI02;Plasmodium;Passeriformes;Tyrannidae;Leptopogon_amaurocephalus;R;Amazonia;22
-12.56861111__-70.09916667;EUPXAN01;Plasmodium;Passeriformes;Thraupidae;Euphonia_xanthogaster;R;Amazonia;22
-12.56861111__-70.09916667;AUTOCH03;Plasmodium;Passeriformes;Thamnophilidae;Cercomacra_nigrescens;R;Amazonia;22
-12.56861111__-70.09916667;DACCAY01;Plasmodium;Passeriformes;Thraupidae;Dacnis_cayana;R;Amazonia;22
-12.56861111__-70.09916667;LATEUL01;Haemoproteus;Passeriformes;Tyrannidae;Lathrotriccus_euleri;PM;Amazonia;22
-12.56861111__-70.09916667;DECLONG01;Parahaemoproteus;Passeriformes;Dendrocolaptidae;Deconychura_longicauda;R;Amazonia;22
-12.56861111__-70.09916667;THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Myrmeciza_hemimelaena;R;Amazonia;22
-12.56861111__-70.09916667;LEPCOR01;Plasmodium;Passeriformes;Dendrocolaptidae;Dendrocincla_fuliginosa;R;Amazonia;22
-12.56861111__-70.09916667;THASCH02;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus_schistaceus;R;Amazonia;22
-12.56861111__-70.09916667;LEPCOR04;Plasmodium;Passeriformes;Turdidae;Turdus_hauxwelli;R;Amazonia;22
-12.56861111__-70.09916667;THASCH03;Haemoproteus;Passeriformes;Thamnophilidae;Thamnophilus_schistaceus;R;Amazonia;22
-12.56861111__-70.09916667;AUTOCH03;Plasmodium;Passeriformes;Furnariidae;Automolus_infuscatus;R;Amazonia;22
-12.56861111__-70.09916667;PARCAP09;Plasmodium;Passeriformes;Cardinalidae;Habia_rubica;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Thraupidae;Ramphocelus_carbo;R;Amazonia;22
-12.56861111__-70.09916667;ARRTAC04;Plasmodium;Passeriformes;Emberizidae;Arremon_taciturnus;R;Amazonia;22
-12.56861111__-70.09916667;LEPCOR04;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Thamnophilidae;Hypocnemis_subflava;R;Amazonia;22
-12.56861111__-70.09916667;LEPCOR01;Plasmodium;Passeriformes;Tyrannidae;Corythopis_torquatus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Thraupidae;Ramphocelus_carbo;R;Amazonia;22
-12.56861111__-70.09916667;TANSCH01;Plasmodium;Passeriformes;Thraupidae;Tangara_schrankii;R;Amazonia;22
-12.56861111__-70.09916667;SCHRUF01;Plasmodium;Passeriformes;Thamnophilidae;Myrmoborus_myotherinus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Thraupidae;Ramphocelus_carbo;R;Amazonia;22
-12.56861111__-70.09916667;AUTOCH03;Plasmodium;Passeriformes;Furnariidae;Automolus_rufipileatus;R;Amazonia;22
-12.56861111__-70.09916667;THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Myrmeciza_goeldii;R;Amazonia;22
-12.56861111__-70.09916667;AUTOCH05;Plasmodium;Passeriformes;Furnariidae;Automolus_ochrolaemus;R;Amazonia;22
-12.56861111__-70.09916667;MYRMYO10;Plasmodium;Passeriformes;Thamnophilidae;Myrmoborus_myotherinus;R;Amazonia;22
-12.56861111__-70.09916667;CYMSAN01;Plasmodium;Passeriformes;Thamnophilidae;Cymbilaimus_sanctaemariae;R;Amazonia;22
-12.56861111__-70.09916667;MYRMYO11;Parahaemoproteus;Passeriformes;Thamnophilidae;Myrmoborus_myotherinus;R;Amazonia;22
-12.56861111__-70.09916667;ISLHAU01;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;AUTINF04;Plasmodium;Passeriformes;Furnariidae;Automolus_infuscatus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;THASAT06;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Emberizidae;Arremon_taciturnus;R;Amazonia;22
-12.56861111__-70.09916667;TACCRI02;Plasmodium;Passeriformes;Dendrocolaptidae;Dendrocincla_merula;R;Amazonia;22
-12.56861111__-70.09916667;ARRTAC03;Plasmodium;Passeriformes;Emberizidae;Arremon_taciturnus;R;Amazonia;22
-12.56861111__-70.09916667;AUTOCH06;Plasmodium;Passeriformes;Furnariidae;Automolus_ochrolaemus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Dendrocolaptidae;Xiphorhynchus_ocellatus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Troglodytidae;Cyphorhinus_arada;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;PIPFAS05;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;PHEGEN01;Plasmodium;Passeriformes;Troglodytidae;Thryothorus_genibarbis;R;Amazonia;22
-12.56861111__-70.09916667;AUTOCH04;Parahaemoproteus;Passeriformes;Furnariidae;Automolus_ochrolaemus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Turdidae;Turdus_hauxwelli;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;PIPFAS06;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;MYRMYO12;Plasmodium;Passeriformes;Thamnophilidae;Myrmoborus_myotherinus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Troglodytidae;Cyphorhinus_arada;R;Amazonia;22
-12.56861111__-70.09916667;CYPARA01;Plasmodium;Passeriformes;Troglodytidae;Cyphorhinus_arada;R;Amazonia;22
-12.56861111__-70.09916667;SALMAX01;Plasmodium;Passeriformes;Cardinalidae;Saltator_maximus;R;Amazonia;22
-12.56861111__-70.09916667;PIPFAS09;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;HEMGRI01;Plasmodium;Passeriformes;Tyrannidae;Hemitriccus_griseipectus;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Turdidae;Turdus_hauxwelli;R;Amazonia;22
-12.56861111__-70.09916667;RHYSIM01;Plasmodium;Passeriformes;Thraupidae;Chlorophanes_spiza;R;Amazonia;22
-12.56861111__-70.09916667;MYRHEM02;Plasmodium;Passeriformes;Thamnophilidae;Myrmeciza_hemimelaena;R;Amazonia;22
-12.56861111__-70.09916667;GLYSPI07;Plasmodium;Passeriformes;Dendrocolaptidae;Glyphorynchus_spirurus;R;Amazonia;22
-12.56861111__-70.09916667;GYMSAL04;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys_salvini;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Furnariidae;Automolus_rufipileatus;R;Amazonia;22
-12.56861111__-70.09916667;PIPFAS08;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;DENPET03;Plasmodium;Passeriformes;Emberizidae;Arremon_taciturnus;R;Amazonia;22
-12.56861111__-70.09916667;MYRLEU01;Plasmodium;Passeriformes;Turdidae;Turdus_hauxwelli;R;Amazonia;22
-12.56861111__-70.09916667;PIPFAS07;Plasmodium;Passeriformes;Pipridae;Pipra_fasciicauda;R;Amazonia;22
-12.56861111__-70.09916667;MYRLEU01;Plasmodium;Passeriformes;Thamnophilidae;Myrmoborus_leucophrys;R;Amazonia;22
-12.56861111__-70.09916667;FURLEU01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys_salvini;R;Amazonia;22
-12.90198__-39.841985;MYISWA01;Parahaemoproteus;Passeriformes;Tyrannidae;Serpophaga_subcristata;R;Caatinga;45
-12.90198__-39.841985;COLTAL01;Haemoproteus;Columbiformes;Columbidae;Columbina_talpacoti;R;Caatinga;45
